DateTime            | CookIndex | CookType | CookPriorty | CookSetTime | CookRunTime |
2023-05-08 11:04:40 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:27:28 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:28:19 | 2         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:29:10 | 1         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:29:41 | 0         | 1        | 2           | 00:08:00    | 00:02:14.3943388    |
2023-05-08 11:30:31 | 3         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:31:03 | 1         | 1        | 2           | 00:08:00    | 00:01:56.3041528    |
2023-05-08 11:31:35 | 2         | 1        | 2           | 00:08:00    | 00:03:19.5045755    |
2023-05-08 11:32:05 | 3         | 1        | 2           | 00:08:00    | 00:01:39.0241726    |
2023-05-08 11:32:38 | 0         | 1        | 3           | 00:08:00    | 00:05:11.6354777    |
2023-05-08 11:33:08 | 1         | 1        | 3           | 00:08:00    | 00:04:01.0757391    |
2023-05-08 11:35:25 | 3         | 1        | 4           | 00:08:00    | 00:04:58.5445669    |
2023-05-08 11:36:10 | 0         | 1        | 4           | 00:08:00    | 00:08:44.0282985    |
2023-05-08 11:36:56 | 2         | 1        | 4           | 00:08:00    | 00:08:40.7398810    |
2023-05-08 11:37:41 | 1         | 1        | 4           | 00:08:00    | 00:08:34.2220345    |
2023-05-08 11:38:34 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:39:05 | 2         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:41:58 | 1         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:42:28 | 0         | 1        | 2           | 00:08:00    | 00:03:56.8345255    |
2023-05-08 11:43:01 | 3         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:43:52 | 1         | 1        | 2           | 00:08:00    | 00:01:56.9953595    |
2023-05-08 11:44:23 | 2         | 1        | 2           | 00:08:00    | 00:05:21.7555296    |
2023-05-08 11:44:54 | 3         | 1        | 2           | 00:08:00    | 00:01:57.6597417    |
2023-05-08 11:46:59 | 0         | 1        | 4           | 00:08:00    | 00:08:26.9265736    |
2023-05-08 11:47:32 | 2         | 1        | 4           | 00:08:00    | 00:08:31.0010365    |
2023-05-08 11:48:16 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:48:48 | 2         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:50:12 | 1         | 1        | 4           | 00:08:00    | 00:08:17.0263149    |
2023-05-08 11:50:55 | 1         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 11:51:19 | 3         | 1        | 4           | 00:08:00    | 00:08:22.7300313    |
2023-05-08 11:52:11 | 3         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 12:00:30 | 0         | 1        | 4           | 00:08:00    | 00:12:15.9686961    |
2023-05-08 12:01:04 | 2         | 1        | 4           | 00:08:00    | 00:12:19.9381127    |
2023-05-08 20:22:59 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 20:23:31 | 2         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 20:24:05 | 1         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:05:03 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:05:37 | 2         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:06:12 | 1         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:06:47 | 3         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:11:00 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:24:01 | 0         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:25:45 | 1         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:28:20 | 2         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:28:57 | 3         | 1        | 1           | 00:08:00    | 00:00:00    |
2023-05-08 21:33:41 | 0         | 1        | 4           | 00:08:00    | 00:09:41.7600937    |
2023-05-08 21:34:15 | 1         | 1        | 4           | 00:08:00    | 00:08:33.3828856    |
2023-05-08 21:41:37 | 2         | 1        | 4           | 00:08:00    | 00:13:20.8783266    |
2023-05-08 21:42:19 | 3         | 1        | 4           | 00:08:00    | 00:13:26.3651610    |
